Tanggal,No Faktur,Nama Supplier,Jenis Pembelian,Deadline,Kode Obat,Nama Obat,Tgl.Expired,Jumlah,Harga Beli,Diskon,Pajak,Nilai Total,Total Transaksi
,,,,,VS008,ENERVON C TAB 30'S,1/11/2025,2,"34633,11","2,00%","0,00%","67880,90",
,,,,,PK020,TROPICANA DIABTX 25'S,1/12/2026,5,"24420,00","3,00%","0,00%","118437,00",
,,,,,H006,TOLAK LINU HERBAL 15ML,1/6/2025,10,"2757,24","5,00%","0,00%","26193,80",
,,,,,OL065,"CESSA HAPPY NOSE BABY
BIRU 8ML",1/9/2025,3,"28860,00","0,00%","0,00%","86580,00",
,,,,,AK041,"BEDAK GAJAH SALICYL
MENTHOL 100G",1/1/2028,3,"7316,00","2,00%","0,00%","21509,04",
18/03/2024,02327/PJ/03/24,SJI (SEMARANG JAYA INTERNUSA),HUTANG,12/6/2024,OL124,VIGEL 30 GR,1/10/2027,1,"15595,50","7,50%","0,00%","14425,84","211.200,20"
,,,,,OL125,VIGEL 60 GR,1/11/2027,1,"27599,04","7,50%","0,00%","25529,11",
,,,,,OK110,EPERISONE,1/12/2025,10,"17316,00","35,00%","0,00%","112554,00",
,,,,,AK055,ULTRAFIX BOX 5X1,1/10/2028,5,"15651,00","25,00%","0,00%","58691,25",
18/03/2024,02394/PJ/03/24,SJI (SEMARANG JAYA INTERNUSA),HUTANG,12/6/2024,OBT058,DEMACOLIN TAB,1/12/2027,10,"5189,25","0,00%","0,00%","51892,50","360.167,25"
,,,,,OBT086,VICKS F44 54ML,1/4/2025,5,"17965,35","0,00%","0,00%","89826,75",
,,,,,OBT035,ALPARA,1/8/2025,15,"8510,00","20,00%","0,00%","102120,00",
,,,,,OBT050,ACTIFED HIJAU SYR 60ML,1/4/2026,2,"58164,00","0,00%","0,00%","116328,00",
18/03/2024,"INV-42003/2403
/77679",KDE (KARYA DWI ELANG),HUTANG,12/6/2024,OL087,PLOSSA EUCALYPTUS,1/1/2026,10,"10000,00","12,00%","11,00%","97680,00","2.217.126,36"
,,,,,OL122,BETAMETHASON KF,1/4/2025,5,"3000,00","20,00%","11,00%","13320,00",
,,,,,OL123,THROMBOGEL,1/5/2027,2,"40000,00","6,00%","11,00%","83472,00",
,,,,,H019,DIAPET NR,1/11/2026,25,"2476,00","4,00%","11,00%","65960,75",
,,,,,VS007,ENERVON C TAB 4'S,1/1/2026,25,"4237,20","3,00%","11,00%","114054,75",
,,,,,VS072,NATUR E WHITE,1/12/2025,16,"9628,00","3,00%","11,00%","165863,52",
,,,,,OK010,ANDALAN PIL KB,1/8/2028,20,"63825,00","6,00%","11,00%","1331900,20",
,,,,,OK058,NEURALGIN RX 10'S,1/8/2025,20,"10000,00","14,00%","11,00%","190920,00",
,,,,,OK089,KETOCONAZOLE GENERIK,1/6/2026,"3,00","7173,30","8,00%","11,00%","21976,14",
,,,,,OK108,FLUCONAZOLE,1/11/2025,5,"15000,00","18,00%","11,00%","68265,00",
,,,,,HO052,CALNIC PLUS SUSP,1/12/2025,1,"70000,00","18,00%","11,00%","63714,00",
18/03/2024,"INV-42003/2403
/77680",KDE (KARYA DWI ELANG),HUTANG,12/6/2024,H007,TOLAK LINU HERBAL MINT 15ML,1/6/2026,5,"2400,00","4,00%","11,00%","12787,20","63.230,60"
,,,,,HO051,MADU BIMA 99 150ML,1/6/2026,1,"46850,00","3,00%","11,00%","50443,40",
18/03/2024,"INV-42003/2403
/77681",KDE (KARYA DWI ELANG),HUTANG,12/6/2024,AK038,ONEMED KASSA STERIL 16X16CM,1/11/2028,20,"5316,00","8,00%","11,00%","108574,00","139.654,00"
,,,,,AK056,IFREE PAD,1/8/2026,2,"17500,00","20,00%","11,00%","31080,00",
21/03/2024,02871/PJ/03/24,SJI (SEMARANG JAYA INTERNUSA),HUTANG,12/6/2024,AK058,HANDSAPLAST 100`S,1/2/2026,100,"282,54","2,00%","0,00%","27689,00","404.044,75"
,,,,,OK006,METFORMIN 500MG,1/2/2025,10,"2014,65","5,00%","0,00%","19139,20",
,,,,,OK109,ASAM MEFENAMAT,1/7/2025,10,"3052,50","25,00%","0,00%","22893,70",
,,,,,H021,LASERIN SYR 60ML,1/7/2027,5,"12313,23","5,00%","0,00%","58487,85",
,,,,,VS074,EGOJI BLACKCURRANT,1/4/2025,10,"3885,00","5,00%","0,00%","36907,50",
,,,,,VS075,EGOJI STRAW,1/1/2025,10,"3885,00","5,00%","0,00%","36907,50",
,,,,,OL065,"CESSA HAPPY NOSE BABY
BIRU 8ML",1/9/2025,3,"28860,00","0,00%","0,00%","86580,00",
,,,,,OB038,PANADOL EXTRA TAB 10'S,1/7/2026,10,"11544,00","0,00%","0,00%","115440,00",
21/03/2024,02875/PJ/03/24,SJI (SEMARANG JAYA INTERNUSA),HUTANG,12/6/2024,OBT030,"ANACETINE PLUS SYR 60
ML",1/12/2025,3,"9657,00","0,00%","0,00%","28971,00","145.581,25"
,,,,,OBT095,MIXAGRIP FLU BATUK,1/8/2025,25,"2690,37","0,00%","0,00%","67259,25",
,,,,,OBT011,DECOLGEN 4'S,1/12/2025,25,"1974,04","0,00%","0,00%","49351,00",
21/03/2024,"INV-42003/2403
/78905",KDE (KARYA DWI ELANG),HUTANG,30/05/2024,OL023,MY BABY MINYAK TELON 150ML,1/10/2025,2,"29325,00","3,00%","11,00%","63148,46","907.323,36"
,,,,,OL121,TOPCORT,1/10/2025,3,"24200,00","3,00%","11,00%","78168,42",
,,,,,OK106,VENTOLIN,1/5/2025,20,"6995,90","2,00%","11,00%","152202,80",
,,,,,H029,MOM UUNG,1/1/2027,6,"49550,00","1,00%","11,00%","326703,00",
,,,,,OK066,ANASTAN FORTE TAB,1/9/2026,20,"3650,00","12,00%","11,00%","71306,40",
,,,,,OK077,VOLTADEX 50MG,1/8/2025,20,"2432,40","6,00%","11,00%","50759,40",
,,,,,OK019,CANDESARTAN 8MG,1/5/2026,6,"4200,00","10,00%","11,00%","25174,80",
,,,,,H017,BATUGIN SYR 120ML,1/2/2025,3,"26050,00","12,00%","11,00%","76336,92",
,,,,,OBT0100,OBAT BATUK IBU ANAK 150ML,1/8/2026,2,"23200,00","2,00%","11,00%","50473,92",
,,,,,OB048,OBH SURYA,1/12/2027,2,"5998,00","2,00%","11,00%","13049,24",
21/03/2024,"INV-42003/2403
/78908",KDE (KARYA DWI ELANG),HUTANG,30/05/2024,OBT052,WOODS MERAH ANTITUSSIVE SYR 60ML,1/10/2025,5,"17297,00","3,00%","11,00%","93118,40","93.118,40"
21/03/2024,"INV-42003/2403
/78906",KDE (KARYA DWI ELANG),HUTANG,30/05/2024,VS071,FITKOM,1/4/2025,5,"8600,00","6,00%","11,00%","44866,20","44.866,20"
25/03/2024,03508/PJ/03/24,SJI (SEMARANG JAYA INTERNUSA),HUTANG,26/05/2024,AK051,"MEDICREPE 3""",26/01/2030,2,"13098,00","20,00%","0,00%","20956,80","588.704,26"
,,,,,OBT038,PEDITOX 50ML,26/05/2025,3,"8593,00","3,00%","0,00%","25005,63",
,,,,,OL058,HEROCYN 85G,11/11/2028,3,"11322,00","0,00%","0,00%","33966,00",
,,,,,OK039,PIROCAM 20MG,1/1/2029,50,"5550,00","25,00%","0,00%","208125,00",
,,,,,OK077,VOLTADEX 50MG,11/8/2025,10,"4995,00","40,00%","0,00%","29970,00",
,,,,,AK052,MAGIC POWER MERAH,26/05/2028,5,"11369,00","15,00%","0,00%","48318,25",
,,,,,OK067,NYSTATIN DROP 15ML,1/9/2025,2,"19970,01","10,00%","0,00%","35946,02",
,,,,,OL042,BETASON CR 5GR,1/1/2026,10,"8824,50","25,00%","0,00%","66183,70",
,,,,,OBT037,ROHTO COOL,11/10/2025,5,"15735,00","7,00%","0,00%","73167,75",
,,,,,VS053,SAKATONIK ACTIV 100ML,26/07/2025,1,"12000,21","0,00%","0,00%","12000,21",
,,,,,H012,"MADU TJ JOYBEE JERUK
100 ML",1/10/2026,3,"12987,00","10,00%","0,00%","35064,90",
17/04/2024,"INV-42003/2402
/89384",KDE (KARYA DWI ELANG),HUTANG,12/6/2024,OL022,MY BABY MINYAK TELON 90ML,1/1/2026,2,"18635,00","3,00%","11,00%","40128,60","556.539,48"
,,,,,OL095,KLODERMA KRIM COKLAT,1/2/2024,2,"22450,00","5,00%","11,00%","47347,06",
,,,,,OL126,ACNOL LOT,1/6/2025,2,"14000,00","4,00%","11,00%","29836,80",
,,,,,OL096,KLODERMA HIJAU,1/2/2027,2,"22450,00","4,00%","11,00%","47845,44",
,,,,,OK087,MEDIKLIN TR GEL,1/3/2026,2,"44300,00","4,00%","11,00%","94412,16",
,,,,,OBT040,INSTO REG 7.5ML,1/9/2026,5,"11850,00","2,00%","11,00%","64452,15",
,,,,,OBT082,PROCOLD FLU 6'S,1/11/2025,24,"3063,00","0,00%","11,00%","81598,32",
,,,,,OK112,LERZIN TAB,1/2/2028,5,"3818,00","16,00%","11,00%","17799,50",
,,,,,OK113,PRONICY,1/11/2025,10,"3100,00","13,00%","11,00%","29936,70",
,,,,,OBT070,LERZIN SYR 60ML,1/5/2027,2,"5827,00","14,00%","11,00%","11124,90",
,,,,,OB005,SANMOL FORTE,1/1/2026,3,"28500,00","3,00%","11,00%","92057,85",
17/04/2024,"INV-42003/2402
/89385",KDE (KARYA DWI ELANG),HUTANG,12/6/2024,HO053,ANTANGIN JUNIOR,1/1/2025,5,"1801,80","4,00%","11,00%","9600,00","81.133,70"
,,,,,OL128,HANDSAPLAST KOYO PANAS,1/12/2025,10,"6713,00","4,00%","11,00%","71533,70",
22/04/2024,"INV-42003/2402
/90872",KDE (KARYA DWI ELANG),HUTANG,12/6/2024,OL0102,LACTACYD BBY GENTLE 150ML,1/1/2027,1,"61544,00","5,00%","11,00%","64898,15","769.699,01"
,,,,,OL103,LACTACYD BBY GENTLE 60ML,1/1/2027,2,"25877,00","5,00%","11,00%","54574,60",
,,,,,AK059,SALICYL FRESH KF,1/8/2028,2,"9291,00","0,00%","11,00%","20626,02",
,,,,,OL021,MY BABY MINYAK TELON 60ML,1/2/2026,2,"13773,00","2,00%","11,00%","29964,54",
,,,,,PK022,SENSODYEN COLD,1/5/2026,2,"26100,00","0,00%","11,00%","57942,00",
,,,,,PK015,SENSODYNE MINT,1/4/2026,2,"26100,00","0,00%","11,00%","57942,00",
,,,,,OL129,NISAGON CR,1/3/2026,5,"5400,00","5,00%","11,00%","28471,50",
,,,,,OK048,DEXTEEM + TAB,1/10/2027,40,"2500,00","4,00%","11,00%","106560,00",
,,,,,OK114,MYCROGINON,1/10/2027,10,"18783,40","5,00%","11,00%","198071,00",
,,,,,OK096,FENOFIBRATE,1/12/2025,3,"40000,00","42,00%","11,00%","77256,00",
,,,,,OK001,SIMVASTATIN 10MG,1/12/2025,30,"3800,00","42,00%","11,00%","73393,20",
22/04/2024,"INV-42003/2402
/90873",KDE (KARYA DWI ELANG),HUTANG,12/6/2024,OK089,KETOCONAZOLE GENERIK,1/6/2026,10,"4304,00","5,00%","11,00%","45385,70","590.476,36"
,,,,,OK070,ONDANSENTRON 4 MG,1/8/2026,12,"1400,00","15,00%","11,00%","15850,80",
,,,,,OBT020,"COMBANTRINE SIRUP
JERUK 10ML",1/6/2025,3,"16610,00","3,00%","11,00%","53651,97",
,,,,,OBT087,"PRORIS 100MG/5ML SUSP
60ML",1/1/2026,5,"23000,00","5,00%","11,00%","121267,50",
,,,,,VS053,SAKATONIK ACTIV 100ML,26/07/2025,2,"10811,00","3,00%","11,00%","23280,40",
,,,,,OB005,SANMOL FORTE,1/1/2026,1,"28500,00","3,00%","11,00%","30685,95",
,,,,,VS052,VIT D3 IPI,1/2/2026,10,"8919,00","2,00%","11,00%","97020,90",
,,,,,HO054,"KURMA AJWA
HABBATUSAUDA",1/8/2026,2,"40250,00","1,00%","11,00%","88461,46",
,,,,,H024,VERMINT CAP 30'S,1/1/2026,1,"39600,00","2,00%","11,00%","43076,88",
,,,,,HO055,VERMINT 12`S,1/1/2026,3,"22000,00","2,00%","11,00%","71794,80",
22/04/2024,"INV-42003/2402
/90875",KDE (KARYA DWI ELANG),HUTANG,12/6/2024,OBT031,HUFAGRIP BP HIJAU SYRUP 60 ML,1/12/2027,6,"18767,00","6,00%","11,00%","117488,94","308.710,91"
,,,,,OBT006,OBH COMBI ANAK JERUK BATUK PLUS FLU 60ML,1/1/2026,5,"13850,00","3,00%","11,00%","74561,50",
,,,,,OBT008,OBH COMBI DEWASA MADU BATUK PLUS FLU 100ML,1/1/2026,5,"16750,00","3,00%","11,00%","90173,65",
,,,,,OBT072,OBH COMBI PLUS DWS MENTHOL 60 ML,1/12/2025,2,"12300,00","3,00%","11,00%","26486,82",
22/04/2024,"INV-42003/2402
/90876",KDE (KARYA DWI ELANG),HUTANG,12/6/2024,OBT061,VICKS ANAK SYR 27ML,1/3/2025,3,"9432,00","3,00%","11,00%","30466,29","115.576,17"
,,,,,OBT084,VICKS F44 ANAK 54 ML,1/8/2025,3,"17808,00","3,00%","11,00%","57521,61",
,,,,,OBT085,VICKS F44 DWS 27ML,1/1/2026,3,"8541,00","3,00%","11,00%","27588,27",
24/05/2024,03093/PJ/05/24,SJI (SEMARANG JAYA INTERNUSA),HUTANG,17/06/2024,OB003,"OBH COMBI SYR BATUK
BERDAHAK 100ML
MENTHOL",1/11/2025,5,"14263,50","2,00%","0,00%","69891,15","402.075,86"
,,,,,OK047,SUCRALFATE SUS,1/2/2026,3,"17149,50","20,00%","0,00%","41158,80",
,,,,,OL130,MYK SEREH LANG 30ML,1/2/2027,2,"5272,50","3,00%","0,00%","10228,64",
,,,,,OL131,MYK SEREH LANG 60ML,1/1/2029,1,"9250,74","3,00%","0,00%","8973,22",
,,,,,OK0100,ERLAMYCETIN EYE DROP,1/6/2025,3,"9990,00","8,00%","0,00%","27572,40",
,,,,,OK067,NYSTATIN DROP 15ML,1/2/2026,3,"19970,01","10,00%","0,00%","53919,03",
,,,,,OB042,PLANTACID SUSP 100ML,1/1/2026,3,"13320,00","15,00%","0,00%","33966,00",
,,,,,OL132,BETADINE OINT 10G,1/10/2026,2,"24098,00","5,00%","0,00%","45786,20",
,,,,,OBT094,"BREATHY NASAL SPRAY (
BNS)",1/2/2026,1,"88800,00","15,00%","0,00%","75480,00",
,,,,,VS077,GLUCOSAMINE 500 MG,1/9/2025,2,"18093,00","3,00%","0,00%","35100,42",
24/05/2024,03096/PJ/05/24,SJI (SEMARANG JAYA INTERNUSA),HUTANG,17/06/2024,OK072,MELOXICAM,1/11/2025,10,"12099,00","60,00%","0,00%","48396,00","469.098,14"
,,,,,OK109,ASAM MEFENAMAT,1/10/2025,20,"3052,50","25,00%","0,00%","45787,40",
,,,,,OK096,FENOFIBRATE,1/5/2025,3,"44400,00","40,00%","0,00%","79920,00",
,,,,,OL041,BIOPLACENTON 15G,1/1/2026,3,"29970,00","15,00%","0,00%","76423,50",
,,,,,OL043,BETASON N KRIM 5GR,1/8/2025,5,"18315,00","20,00%","0,00%","73260,00",
,,,,,H015,"VEGETA HERBAL ANGGUR
6'S SACHET",1/8/2025,12,"2777,96","3,00%","0,00%","32335,44",
,,,,,H006,TOLAK LINU HERBAL 15ML,1/9/2025,10,"2757,24","5,00%","0,00%","26193,80",
,,,,,HO056,LAXING TAB,1/11/2025,10,"8946,60","3,00%","0,00%","86782,00",
24/05/2024,03097/PJ/05/24,SJI (SEMARANG JAYA INTERNUSA),HUTANG,17/06/2024,OBT032,"HUFAGRIP FLU KUNING
SYRUP 60 ML",1/11/2026,5,"20832,48","5,00%","0,00%","98954,30","205.514,30"
,,,,,OBT064,MOLEXFLU TAB,1/7/2025,15,"5180,00","10,00%","0,00%","69930,00",
,,,,,OK115,FLUTAMOL,1/12/2025,10,"4884,00","25,00%","0,00%","36630,00",
28/05/2024,03669/PJ/05/24,SJI (SEMARANG JAYA INTERNUSA),HUTANG,17/06/2024,AK060,HANDSAPLAST TOPLES,1/9/2026,24,"4993,24","0,00%","0,00%","119837,76","483.813,42"
,,,,,OK019,CANDESARTAN 8MG,1/5/2026,6,"49950,00","80,00%","0,00%","59940,00",
,,,,,OK066,ANASTAN FORTE TAB,1/1/2027,20,"3285,60","0,00%","0,00%","65712,00",
,,,,,OL046,"CHLORAMFECORT-H CR
10G",1/6/2025,3,"14874,00","25,00%","0,00%","33466,50",
,,,,,OK116,MUCOS SYR,1/11/2025,2,"18315,00","25,00%","0,00%","27472,50",
,,,,,OL099,NEBACETINE OINT,1/1/2026,3,"24253,50","10,00%","0,00%","65484,45",
,,,,,OK118,PRORIS FORTE,1/2/2026,2,"29970,00","10,00%","0,00%","53946,00",
,,,,,OBT087,"PRORIS 100MG/5ML SUSP
60ML",1/2/2026,2,"25530,00","10,00%","0,00%","45954,00",
,,,,,VS053,SAKATONIK ACTIV 100ML,1/1/2026,1,"12000,21","0,00%","0,00%","12000,21",
27/06/2024,03257/PJ/06/24,SJI (SEMARANG JAYA INTERNUSA),TUNAI,/,OL075,BUFACOMB 5GR ORAL CR,1/3/2028,3,"28860,00","20,00%","0,00%","69264,00","581.538,77"
,,,,,OL083,MKP LANG 30 ML,1/4/2029,5,"9990,00","2,00%","0,00%","48951,00",
,,,,,OL082,MKP LANG 15 ML,1/1/2029,5,"5458,00","2,00%","0,00%","26744,20",
,,,,,OK133,MICONAZOLE KF,30/10/2026,5,"4162,50","10,00%","0,00%","18731,25",
,,,,,AK065,BETADINE SALEP 5GR,30/10/2026,2,"14153,00","5,00%","0,00%","26890,70",
,,,,,OBT020,"COMBANTRINE SIRUP
JERUK 10ML",1/10/2025,5,"18437,10","4,00%","0,00%","88498,10",
,,,,,OL034,COUNTERPAIN 15GR,1/6/2025,2,"25863,00","0,00%","0,00%","51726,00",
,,,,,OL060,SCANOVIR KR,1/8/2026,3,"32800,00","30,00%","0,00%","68880,00",
,,,,,OB035,PROMAG TAB,1/11/2026,24,"7577,23","0,00%","0,00%","181853,52",
28/06/2024,42003/2405/15090,KDE (KARYA DWI ELANG),TUNAI,/,OL133,PLOSSA BIRU,30/03/2026,5,"10000,00","2,00%","11,00%","54390,00","960.561,50"
,,,,,OL050,SABUN ASEPSO 80GR,28/02/2027,2,"6554,00","1,00%","11,00%","14404,38",
,,,,,OL134,ASEPSO SULFUR,30/09/2026,2,"7515,00","1,00%","11,00%","16516,46",
,,,,,OL135,ACNES SPOT ACNE GEL 12GR,30/03/2027,2,"34200,00","9,00%","11,00%","69090,84",
,,,,,OK120,POSTINOR,28/02/2026,1,"40550,00","1,00%","11,00%","44560,40",
,,,,,OL138,VOLTAREN GEL 10 G,28/02/2027,2,"15500,00","2,00%","11,00%","33721,80",
,,,,,OK068,CATAFLAM 50MG,1/1/2027,50,"6141,56","3,00%","11,00%","330630,50",
,,,,,OK048,DEXTEEM + TAB,1/2/2028,30,"2500,00","1,00%","11,00%","82417,50",
,,,,,OK008,AMLODIPINE 10MG,1/8/2025,50,"2000,00","30,00%","11,00%","77700,00",
,,,,,OBT101,MEXTRIL,30/01/2026,16,"13409,63","10,00%","11,00%","214339,52",
,,,,,AK050,OTSU INFUS 500 ML,1/2/2026,3,"6913,00","1,00%","11,00%","22790,10",
28/06/2024,4200312406/15091,KDE (KARYA DWI ELANG),TUNAI,/,VS051,VIT B COMP IPI,1/12/2025,5,"4955,00","1,00%","11,00%","27225,25","120.132,25"
,,,,,HO055,VERMINT 12`S,1/3/2026,3,"22000,00","10,00%","11,00%","65934,00",
,,,,,OK118,PRORIS FORTE,1/3/2026,1,"27000,00","10,00%","11,00%","26973,00",
29/06/2024,03741/PJ/06/24,SJI (SEMARANG JAYA INTERNUSA),TUNAI,/,OL093,MKP LANG 60 ML,1/4/2029,3,"19240,14","2,00%","0,00%","56566,02","268.215,42"
,,,,,H005,TOLAK ANGIN MADU 15ML,1/11/2025,60,"3527,49","0,00%","0,00%","211649,40",
29/06/2024,10205537,SSF (SEJAHTERA SURYA FARMA),TUNAI,/,AK066,"SUTRA KONDOM KECIL
MERAH 3'S",30/06/2028,5,"5721,00","10,00%","0,00%","25744,50","263.215,80"
,,,,,AK004,KONDOM SUTRA 12+3'S,31/07/2028,5,"20448,00","10,00%","0,00%","92016,00",
,,,,,OK120,POSTINOR,28/12/2025,10,"11261,70","10,00%","0,00%","101355,30",
,,,,,H033,KAPSIDA,1/8/2028,3,"14700,00","0,00%","0,00%","44100,00",
2/7/2024,"INV-42003/2406
/15092",KDE (KARYA DWI ELANG),TUNAI,/,AK039,AVAIL BIRU,1/10/2025,2,"28000,00","9,00%","11,00%","56565,60","350.456,79"
,,,,,AK069,AVAIL PINK BEAUTY NIGHT,1/9/2026,2,"35000,00","9,00%","11,00%","70707,00",
,,,,,AK070,AVAIL HIJAU BEAUTY PANYLINER,1/9/2026,2,"28000,00","9,00%","11,00%","56565,60",
,,,,,AK071,ONEMED ALKOHOL SWAB BOX,1/2/2027,3,"10811,00","24,00%","11,00%","27360,48",
,,,,,AK044,OMRON TERMOMETER,12/12/2029,2,"56200,00","1,00%","11,00%","123516,36",
,,,,,AK036,SELECTION KAPAS 35GR,1/5/2029,3,"4775,00","1,00%","11,00%","15741,75",
2/7/2024,"INV-42003/2407
/16253",KDE (KARYA DWI ELANG),TUNAI,/,AK050,OTSU INFUS 500 ML,1/2/2026,3,"6913,00","1,00%","11,00%","22790,10","973.780,92"
,,,,,OK086,MEDIKLIN 1% GEL 15GR,12/6/2026,2,"25180,00","5,00%","11,00%","53104,62",
,,,,,OL051,SCABIMITE CR 10 G,1/8/2026,2,"48360,00","11,00%","11,00%","95549,68",
,,,,,H016,AMBEVEN 10'S,1/1/2027,10,"15250,00","1,00%","11,00%","167582,30",
,,,,,VS027,CAVIPLEX TAB,1/2/2027,20,"6500,00","5,00%","11,00%","137085,00",
,,,,,VS078,SUPRAVIT BTL,1/1/2027,2,"33000,00","2,00%","11,00%","71794,80",
,,,,,OK122,DEXTAMINE TAB,1/8/2025,10,"18150,00","13,00%","11,00%","175274,60",
,,,,,OK036,INTERHISTIN 50MG,1/8/2028,10,"10200,00","18,00%","11,00%","92840,40",
,,,,,OK073,VASTIGO,11/1/2026,10,"13000,00","7,00%","11,00%","134199,00",
,,,,,OBT091,BODREXIN DPH FLU BATUK TDK BERDAHAK,1/2/2026,2,"10720,00","1,00%","11,00%","23560,42",
3/10/2024,00517/PJ/10/24,SJI (SEMARANG JAYA INTERNUSA),TUNAI,/,OL040,BENOSON N CR 5G,1/7/2029,5,"18669,09","0,00%","0,00%","93345,45","696.531,90"
,,,,,OL142,GARABIOTIC CR,30/10/2025,1,"10095,00","99,00%","0,00%","100,95",
,,,,,OL090,CANESTEN CR 5G,1/9/2025,2,"25858,56","5,00%","0,00%","49131,26",
,,,,,OK096,FENOFIBRATE,1/3/2026,3,"44400,00","50,00%","0,00%","66600,00",
,,,,,VS077,GLUCOSAMINE 500 MG,1/4/2029,10,"19150,28","30,00%","0,00%","134052,00",
,,,,,OK121,FG TROCHES,30/11/2028,12,"16345,03","8,00%","0,00%","180449,16",
,,,,,AK007,BETADINE SOL. 5ML,1/9/2027,6,"6138,30","5,00%","0,00%","34988,28",
,,,,,OB021,SP TROCHES MELON 6'S,30/03/2027,5,"14978,34","8,00%","0,00%","68900,35",
,,,,,OK120,POSTINOR,28/08/2027,1,"27750,00","12,50%","0,00%","24281,25",
,,,,,AK049,"SELSUN BLUE SHAMPO
60ML",1/4/2027,2,"27927,00","20,00%","0,00%","44683,20",
3/10/2024,00518/PJ/10/24,SJI (SEMARANG JAYA INTERNUSA),TUNAI,/,OBT001,BISOLVON 8MG TAB,31/08/2026,10,"25028,06","5,00%","0,00%","237766,60","570.343,11"
,,,,,H001,"ANTANGIN JRG SACHET
15ML",31/05/2026,12,"2900,00","0,00%","0,00%","34800,00",
,,,,,OL138,VOLTAREN GEL 10 G,28/11/2025,1,"56388,00","2,00%","0,00%","55260,24",
,,,,,OL139,VOLTAREN GEL 5 G,30/12/2025,1,"33966,00","2,00%","0,00%","33286,68",
,,,,,OL049,ACIFAR KRIM,1/8/2027,5,"6631,14","10,00%","0,00%","29840,15",
,,,,,OL140,MY CORAL 5 G,30/04/2026,2,"17760,00","15,00%","0,00%","30192,00",
,,,,,OL141,PI KANG SHUANG,30/04/2026,2,"12210,00","10,00%","0,00%","21978,00",
,,,,,OBT102,"NEO RHEUMACYL NEURO
12'S",30/05/2026,12,"9750,00","0,00%","0,00%","117000,00",
,,,,,AK067,"BEDAK GAJAH SALICYL 100
G",30/07/2028,2,"5214,00","2,00%","0,00%","10219,44",
3/10/2024,"0517/PJ/10/202
4",SJI (SEMARANG JAYA INTERNUSA),TUNAI,/,OBT099,NEOZEP FORTE,30/07/2026,25,"2519,34","0,00%","0,00%","62983,50","224.438,55"
,,,,,OBT032,HUFAGRIP FLU KUNING SYRUP 60 ML,1/6/2027,5,"20832,48","5,00%","0,00%","98954,30",
,,,,,OBT101,MEXTRIL,30/04/2026,25,"2500,03","0,00%","0,00%","62500,75",
5/10/2024,00892/PJ/11/24,SJI (SEMARANG JAYA INTERNUSA),TUNAI,/,AK017,HANSAPLAST JUMBO,1/2/2027,50,"565,08","5,00%","0,00%","26841,50","728.365,68"
,,,,,OBT071,INCIDAL TAB,1/7/2026,8,"16914,87","8,00%","0,00%","124493,44",
,,,,,OL093,MKP LANG 60 ML,1/7/2029,3,"19240,35","2,00%","0,00%","56566,62",
,,,,,OL083,MKP LANG 30 ML,1/6/2029,5,"9990,00","2,00%","0,00%","48951,00",
,,,,,OK124,FARSIFEN 200 MG,1/3/2026,10,"2537,10","10,00%","0,00%","22833,90",
,,,,,OBT096,SILADEX HIJAU,1/4/2026,3,"13542,00","3,00%","0,00%","39407,22",
,,,,,OB023,MICROLAX GEL,1/5/2027,5,"21867,00","10,00%","0,00%","98401,50",
,,,,,PK023,LARUTAN ORI 200 ML,1/5/2027,6,"3100,00","0,00%","0,00%","18600,00",
,,,,,PK024,LARUTAN ORI 500 ML,1/5/2027,3,"6200,00","0,00%","0,00%","18600,00",
,,,,,OL141,PI KANG SHUANG,30/04/2026,5,"12210,00","10,00%","0,00%","54945,00",
,,,,,OL065,"CESSA HAPPY NOSE BABY
BIRU 8ML",1/6/2026,2,"28860,00","0,00%","0,00%","57720,00",
,,,,,OL123,THROMBOGEL,1/12/2027,2,"44400,00","4,00%","0,00%","85248,00",
,,,,,OBT103,ACETYLCYSTEIN,1/6/2027,10,"11655,00","35,00%","0,00%","75757,50",
30/11/2024,APTMF2,APTMF2,TUNAI,/,AK061,Cek Komplit,30/12/2050,1000,"40000,00","0,00%","0,00%","40000000,00","78.500.000,00"
,,,,,AK064,Cek Asam Urat,30/11/2050,1000,"8000,00","0,00%","0,00%","8000000,00",
,,,,,AK062,Cek Gula,30/11/2050,1000,"8000,00","0,00%","0,00%","8000000,00",
,,,,,AK063,Cek Kolesterol,30/11/2025,1000,"22500,00","0,00%","0,00%","22500000,00",
5/2/2025,007488/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,19/02/2025,OB043,"OBH COMBI PLUS ANAK
STRAW 60ML",1/8/2026,5,"15928,50","3,00%","0,00%","77253,20","159.115,70"
,,,,,OBT104,ULTRAFLU,1/10/2029,25,"3274,50","0,00%","0,00%","81862,50",
5/2/2025,00787/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,7/3/2025,OBT093,KOMIX TUBE,26/08/2026,8,"2399,82","0,00%","0,00%","19198,56","911.283,71"
,,,,,OL075,BUFACOMB 5GR ORAL CR,1/8/2028,5,"28860,00","20,00%","0,00%","115440,00",
,,,,,OB019,CENDO LYTREES ED 15ML,17/09/2027,3,"24975,00","9,10%","0,00%","68106,81",
,,,,,OBT040,INSTO REG 7.5ML,1/6/2028,5,"13631,00","0,00%","0,00%","68155,00",
